address,city,county,state,latitude,longitude,stateFIPS,GEOID
"G-3422 Flushing Road, Diplomat Plaza, Flint, MI, 48504",Flint,Genesee County,MI,43.054791,-83.743784,26,26049
"3141 S. Cabaret Trail, Suite #100, Saginaw, MI, 48603",Saginaw,Saginaw County,MI,43.462715,-83.977321,26,26145
"510 Washington St West, Charleston, WV 25302",Charleston,Kanawha County,WV,38.363968,-81.642657,54,54039
"824 Franklin Park Drive, East Syracuse, NY 13057",East Syracuse,Onondaga County,NY,43.076714,-76.065944,36,36067
"111 Harvard St, Brookline, MA 02446",Brookline,Norfolk County,MA,42.336798,-71.121059,25,25021
"1469 Humboldt Road, Suite 200, Chico, CA 95928",Chico,Butte County,CA,39.73511,-121.815553,6,6007
"984 Plaza Drive, Grass Valley, CA 95945",Grass Valley,Nevada County,CA,39.23321,-121.034034,6,6057
"1901 Victor Avenue, Redding, CA 96002",Redding,Shasta County,CA,40.578569,-122.338298,6,6089
"1401 E. Stroop Road, Dayton, OH 45429",Dayton,Montgomery County,OH,39.689192,-84.141186,39,39113
"1201 N. Arlington Ave, Indianapolis, IN 46219",Indianapolis,Marion County,IN,39.784347,-86.063676,18,18097
"112 S. Munn Ave, East Orange, NJ 07018",East Orange,Essex County,NJ,40.751823,-74.213706,34,34013
"2284 East Maple Ave, El Segundo, CA 90245",El Segundo,Los Angeles County,CA,33.926848,-118.406401,6,6037
"12304 Santa Monica Blvd, Suite 208, Los Angeles, CA 90025",Los Angeles,Los Angeles County,CA,34.039247,-118.465845,6,6037
"8200 Wednesbury Lane, Ste 230, Houston, TX 77074",Houston,Harris County,TX,29.689204,-95.526794,48,48201
"40 Temple Street, 3rd Floor, Suite 3C, New Haven, CT 06519",New Haven,New Haven County,CT,41.303833,-72.929434,9,9009
"6721 Karl Road, Columbus, OH 43229",Columbus,Franklin County,OH,40.104172,-82.975673,39,39049
"1001 Potrero Ave, Building 5, Ward 6G, San Francisco, CA 94110",San Francisco,San Francisco County,CA,37.755383,-122.40539,6,6075
"210 South St. Ste. 4, Bennington, VT 05201",Bennington,Bennington County,VT,42.8746,-73.18505,50,50003
"11 Burnham Avenue, Rutland, VT 05701",Rutland,Rutland County,VT,43.612706,-72.974,50,50021
